2026-04-28 12:23:11,q=<script>alert(1)</script>,XSS Attack,Blocked
2026-04-28 12:25:07,name=hello,XSS Attack,Allowed
2026-04-28 12:25:18,user=ahmed,XSS Attack,Allowed
2026-04-28 12:25:26,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-28 12:26:04,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-28 12:26:15,q=1' OR '1'='1<script>alert(1)</script>,XSS Attack,Blocked
2026-04-28 12:26:23,test=hello world,Normal,Allowed
2026-04-28 12:26:26,test=hello world,Normal,Allowed
2026-04-28 12:26:30,test=hello world,Normal,Allowed
2026-04-28 12:26:33,test=hello world,Normal,Allowed
2026-04-28 12:26:36,name=hello,XSS Attack,Allowed
2026-04-28 15:28:25,name=hello,XSS Attack,Allowed
2026-04-28 15:28:47,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-28 15:29:15,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-28 15:29:28,login=1' or 1=1--,SQL Injection,Blocked
2026-04-28 15:29:36,user=admin'--,SQL Injection,Allowed
2026-04-28 15:29:42,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-28 15:31:06,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-28 15:31:27,user=ahmed,XSS Attack,Allowed
2026-04-28 15:31:39,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-28 15:36:05,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-29 08:30:49,test=hello world,Normal,Allowed
2026-04-29 08:30:52,test=hello world,Normal,Allowed
2026-04-29 08:30:55,test=hello world,Normal,Allowed
2026-04-29 08:30:55,test=normal-text_123,Normal,Allowed
2026-04-29 08:30:58,test=normal-text_123,Normal,Allowed
2026-04-29 08:31:14,name=hello,XSS Attack,Allowed
2026-04-29 08:31:22,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-29 08:37:27,name=hello,XSS Attack,Allowed
2026-04-29 08:37:27,name=hello,XSS Attack,Allowed
2026-04-29 08:37:38,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-29 08:37:38,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-29 08:46:59,q=<script>alert(1)</script>,XSS Attack,Blocked
2026-04-29 08:47:08,q=<script>alert(1)</script>,XSS Attack,Blocked
2026-04-29 08:47:14,id=1' OR '1'='1,SQL Injection,Allowed
2026-04-29 08:48:29,q=<script>alert(1)</script>,XSS Attack,Blocked
2026-04-29 08:51:28,q=<script>alert(1)</script>,XSS Attack,Blocked
2026-04-29 08:51:50,name=hello,Normal,Allowed
2026-04-29 08:51:53,name=hello,Normal,Allowed
2026-04-29 08:51:56,name=hello,Normal,Allowed
2026-04-29 08:51:59,id=123,XSS Attack,Blocked
2026-04-29 08:52:25,user=ahmed,Normal,Allowed
2026-04-29 08:52:28,user=ahmed,Normal,Allowed
2026-04-29 08:52:31,user=ahmed,Normal,Allowed
2026-04-29 08:52:34,user=ahmed,Normal,Allowed
2026-04-29 08:52:35,id=1' OR '1'='1,Normal,Allowed
2026-04-29 08:52:38,id=1' OR '1'='1,Normal,Allowed
2026-04-29 08:52:41,id=1' OR '1'='1,Normal,Allowed
2026-04-29 08:52:42,user=admin'--,Normal,Allowed
2026-04-29 08:52:45,user=admin'--,Normal,Allowed
2026-04-29 08:52:48,id=1' OR '1'='1,Normal,Allowed
2026-04-29 08:52:51,id=1' OR '1'='1,Normal,Allowed
2026-04-29 08:52:54,id=1' OR '1'='1,Normal,Allowed
2026-04-29 08:52:57,id=1' OR '1'='1,Normal,Allowed
2026-04-29 08:52:59,q=1 OR 1=1,SQL Injection,Blocked
2026-04-29 08:53:06,user=ahmed,Normal,Allowed
2026-04-29 08:53:09,user=ahmed,Normal,Allowed
2026-04-29 08:53:12,user=ahmed,Normal,Allowed
2026-04-29 08:53:12,q=<script>alert(1)</script>,XSS Attack,Blocked
2026-04-29 08:53:18,input=<img src=x onerror=alert(1)>,XSS Attack,Blocked
2026-04-29 08:53:23,data=<svg onload=alert(1)>,XSS Attack,Blocked
2026-04-29 08:53:30,search=' OR 1=1-- <script>alert(1)</script>,XSS Attack,Blocked
2026-04-29 08:53:38,q=admin' OR 'a'='a<script>,Normal,Allowed
2026-04-29 08:53:41,q=admin' OR 'a'='a<script>,Normal,Allowed
2026-04-29 08:53:45,q=admin' OR 'a'='a<script>,Normal,Allowed
2026-04-29 08:53:48,q=admin' OR 'a'='a<script>,Normal,Allowed
2026-04-29 08:53:51,q=admin' OR 'a'='a<script>,Normal,Allowed
